state,homeownership,annual_income,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,risk_category_loan_status,balance,paid_total,paid_principal,paid_interest,default_flag,income_band,dti_bucket,dti_risk_bucket,utilization_alert,utilization_bucket
CA,Rent,"55,000.00",17.59,42675,15321,Credit_Card,15000,36,7.35%,465.57,A,1/1/2018,Current,Healthy,13108.50,2321.73,1891.50,430.23,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
KS,Mortgage,"98,460.00",14.72,95228,44756,Debt_Consolidation,20000,36,6.07%,609.08,A,3/1/2018,Current,Healthy,18981.60,1224.91,1018.40,206.51,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OH,Mortgage,"122,000.00",15.32,113837,45337,Debt_Consolidation,40000,60,9.44%,838.91,B,1/1/2018,Current,Healthy,37337.22,4173.57,2662.78,1510.79,0,High (>100k),Manageable (15-30%),Low,Safe,High
VA,Mortgage,"70,000.00",21.26,402815,31008,Home_Improvement,12000,36,17.47%,430.65,D,3/1/2018,Current,Healthy,11220.92,1280.30,779.08,501.22,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"110,500.00",21.99,107340,65368,Debt_Consolidation,40000,60,12.62%,902.37,C,2/1/2018,Current,Healthy,38042.57,3662.86,1957.43,1705.43,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,"75,000.00",19.34,397022,30974,Other,2100,36,10.42%,68.18,B,1/1/2018,Current,Healthy,1845.90,339.68,254.10,85.58,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MA,Rent,"150,000.00",9.32,106911,41827,Debt_Consolidation,20000,36,9.44%,640.1,B,2/1/2018,Current,Healthy,18046.03,2549.91,1953.97,595.94,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"180,000.00",38.7,1045915,559079,Home_Improvement,11000,36,11.98%,365.26,B,3/1/2018,Current,Healthy,10486.56,723.20,513.44,209.76,0,High (>100k),Risky (>30%),High,Safe,High
CA,Rent,"40,000.00",40.38,85581,35430,Medical,8000,36,6.07%,243.63,A,3/1/2018,Current,Healthy,7387.42,725.49,612.58,112.91,0,Low (<50k),Risky (>30%),High,Safe,High
WI,Rent,"125,000.00",21.99,190647,117691,Debt_Consolidation,35000,60,14.08%,815.85,C,2/1/2018,Current,Healthy,33350.52,3236.02,1649.48,1586.54,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NE,Mortgage,"40,000.00",30.09,114438,19895,Debt_Consolidation,10000,36,10.91%,326.97,B,2/1/2018,Current,Healthy,9042.83,1301.82,957.17,344.65,0,Low (<50k),Risky (>30%),Medium,Safe,High
MO,Rent,"36,000.00",19.57,33100,14007,Debt_Consolidation,16000,60,10.42%,343.27,B,1/1/2018,Current,Healthy,14960.42,1707.09,1039.58,667.51,0,Low (<50k),Manageable (15-30%),Low,Safe,High
GA,Mortgage,"60,000.00",10.4,13245,9552,Debt_Consolidation,8000,36,14.07%,273.7,C,3/1/2018,Current,Healthy,7453.95,814.85,546.05,268.80,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"92,000.00",16.15,193400,40944,Debt_Consolidation,35000,36,6.72%,1076.23,A,1/1/2018,Current,Healthy,30549.28,5355.02,4450.72,904.30,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
VA,Mortgage,"67,600.00",17.04,48993,39908,Home_Improvement,35000,60,12.62%,789.57,C,2/1/2018,Current,Healthy,33287.27,3133.74,1712.73,1421.01,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
SC,Mortgage,"62,000.00",18.56,232047,17000,Debt_Consolidation,25000,36,6.72%,768.74,A,2/1/2018,Current,Healthy,22463.84,3065.63,2536.16,529.47,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TN,Mortgage,"55,000.00",19.05,146926,35053,Credit_Card,9000,36,6.08%,274.13,A,2/1/2018,Current,Healthy,8078.91,1090.44,921.09,169.35,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
FL,Mortgage,"115,000.00",28.56,200790,155197,Debt_Consolidation,12800,36,19.03%,469.4,D,1/1/2018,Current,Healthy,11425.01,2319.94,1374.99,944.95,0,High (>100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"85,000.00",31.05,805515,873713,Debt_Consolidation,20000,36,16.02%,703.34,C,2/1/2018,Current,Healthy,18219.37,2670.92,1780.63,890.29,0,Medium (50k-100k),Risky (>30%),Medium,Maxed Out,High
CA,Rent,"13,050.00",49.4,43333,17404,Credit_Card,17000,60,20.00%,450.4,D,2/1/2018,Current,Healthy,16314.84,1782.71,685.16,1097.55,0,Low (<50k),Risky (>30%),High,Safe,High
MS,Rent,"51,000.00",13.79,23500,13115,Debt_Consolidation,17000,36,20.00%,631.79,D,1/1/2018,Current,Healthy,15570.94,2508.27,1429.06,1079.21,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Rent,"135,000.00",21.82,131176,115380,Debt_Consolidation,12800,36,21.85%,487.85,D,3/1/2018,Current,Healthy,12021.65,1448.01,778.35,669.66,0,High (>100k),Manageable (15-30%),Medium,Maxed Out,High
CT,Rent,"80,000.00",0.38,27200,1416,Car,9600,36,6.08%,292.4,A,2/1/2018,Current,Healthy,8320.66,1458.76,1279.34,179.42,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"120,000.00",4.9,36459,42638,Credit_Card,20000,36,9.93%,644.69,B,1/1/2018,Current,Healthy,17564.07,3201.38,2435.93,765.45,0,High (>100k),Healthy (<15%),Low,Maxed Out,High
NY,Mortgage,"150,000.00",2,408100,8758,Debt_Consolidation,25000,36,7.96%,782.95,A,3/1/2018,Current,Healthy,23136.34,2337.79,1863.66,474.13,0,High (>100k),Healthy (<15%),Low,Safe,High
OH,Rent,"72,000.00",27.05,78948,43448,Credit_Card,12000,36,9.93%,386.82,B,1/1/2018,Current,Healthy,10835.57,1540.66,1164.43,376.23,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"105,000.00",1.85,32700,2679,Debt_Consolidation,15000,36,7.34%,465.5,A,3/1/2018,Current,Healthy,13871.88,1384.27,1128.12,256.15,0,High (>100k),Healthy (<15%),Low,Safe,High
WA,Rent,"60,000.00",40.1,143439,95771,Other,5000,36,5.31%,150.56,A,3/1/2018,Current,Healthy,4742.56,298.17,257.44,40.73,0,Medium (50k-100k),Risky (>30%),High,Safe,High
WA,Rent,"95,000.00",10.61,20100,11286,Debt_Consolidation,18000,36,16.01%,632.92,C,2/1/2018,Current,Healthy,16805.90,1882.75,1194.10,688.65,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MN,Mortgage,"332,000.00",1.24,42900,25086,Other,10000,60,14.08%,233.1,C,1/1/2018,Current,Healthy,9407.42,1157.68,592.58,565.10,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Rent,"42,000.00",11.43,13800,8120,Debt_Consolidation,8000,36,15.04%,277.48,C,3/1/2018,Current,Healthy,7461.67,825.76,538.33,287.43,0,Low (<50k),Healthy (<15%),Low,Safe,High
GA,Rent,"24,000.00",26.7,30800,15802,Debt_Consolidation,15000,36,16.02%,527.51,C,1/1/2018,Current,Healthy,13319.42,2610.85,1680.58,930.27,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
IL,Mortgage,"88,000.00",8.77,243109,40300,Credit_Card,18000,36,7.97%,563.81,A,1/1/2018,Current,Healthy,15749.00,2811.08,2251.00,560.08,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
VA,Rent,"53,000.00",0.64,79800,941,Debt_Consolidation,3000,36,7.97%,93.97,A,1/1/2018,Current,Healthy,2624.82,468.52,375.18,93.34,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NE,Mortgage,"375,000.00",19.25,619318,191738,Debt_Consolidation,30000,36,6.72%,922.48,A,2/1/2018,Current,Healthy,26956.63,3661.92,3043.37,618.55,0,High (>100k),Manageable (15-30%),Low,Safe,High
NC,Rent,"76,000.00",23.57,109479,58102,Car,10500,60,12.62%,236.87,C,2/1/2018,In Grace Period,Delinquent,10116.66,695.89,383.34,312.55,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
IN,Mortgage,"103,500.00",22.06,295149,122524,Credit_Card,10700,36,23.87%,419.07,E,3/1/2018,Current,Healthy,10068.92,1243.02,631.08,611.94,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,0.00,NA,459857,40912,Debt_Consolidation,5000,36,15.04%,173.43,C,3/1/2018,Current,Healthy,4663.53,511.93,336.47,175.46,0,Low (<50k),Risky (>30%),High,Safe,High
NH,Own,"32,000.00",35,62010,32306,Home_Improvement,7000,36,9.44%,224.04,B,2/1/2018,Current,Healthy,6316.09,892.49,683.91,208.58,0,Low (<50k),Risky (>30%),Medium,Safe,High
TX,Rent,"100,000.00",15.92,90368,45180,Credit_Card,25000,60,10.91%,542.44,B,2/1/2018,Current,Healthy,23722.11,2154.61,1277.89,876.72,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
AR,Mortgage,"49,583.00",16.44,36350,23241,Home_Improvement,30000,60,24.84%,877.73,E,3/1/2018,Current,Healthy,29213.75,2632.48,786.25,1846.23,0,Low (<50k),Manageable (15-30%),Low,Safe,High
CA,Rent,"32,000.00",48.2,80993,52728,Debt_Consolidation,12000,36,10.41%,389.53,B,3/1/2018,Current,Healthy,11136.26,1154.71,863.74,290.97,0,Low (<50k),Risky (>30%),High,Safe,High
NJ,Own,"100,000.00",2.83,266893,8994,Car,6000,36,7.35%,186.23,A,1/1/2018,Current,Healthy,5243.39,928.70,756.61,172.09,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
TX,Own,0.00,NA,15100,2575,Debt_Consolidation,30000,60,18.45%,769.17,D,3/1/2018,Current,Healthy,29061.96,2246.01,938.04,1307.97,0,Low (<50k),Risky (>30%),High,Safe,High
UT,Mortgage,"120,000.00",13.23,483410,53066,Home_Improvement,8000,36,10.41%,259.69,B,3/1/2018,Current,Healthy,7424.16,769.82,575.84,193.98,0,High (>100k),Healthy (<15%),Low,Safe,High
NY,Own,"49,000.00",7.94,10100,9353,Home_Improvement,22000,60,18.45%,564.06,D,3/1/2018,Current,Healthy,21312.10,1669.63,687.90,981.73,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
NY,Rent,"190,000.00",7.47,110600,34419,Other,25000,36,11.99%,830.24,B,3/1/2018,Current,Healthy,23241.20,2474.07,1758.80,715.27,0,High (>100k),Healthy (<15%),Low,Safe,High
NV,Mortgage,"70,000.00",11.18,196499,29963,Home_Improvement,20000,60,9.92%,424.16,B,3/1/2018,Fully Paid,Healthy,0.00,20006.34,20000.00,6.34,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CO,Rent,"70,000.00",10.94,71138,18689,Debt_Consolidation,15600,36,10.42%,506.45,B,1/1/2018,Current,Healthy,13712.55,2514.19,1887.45,626.74,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"65,000.00",19.63,50238,30437,Credit_Card,30000,36,16.01%,1054.86,C,3/1/2018,Current,Healthy,28682.05,2083.04,1317.95,765.09,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
SC,Mortgage,"58,000.00",14.84,203874,28090,Debt_Consolidation,14000,60,28.72%,442.01,F,3/1/2018,Current,Healthy,13671.43,1303.69,328.57,975.12,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
VT,Mortgage,"114,416.00",3.3,605065,13185,Debt_Consolidation,16000,36,5.32%,481.84,A,1/1/2018,Fully Paid,Healthy,0.00,16038.57,16000.00,38.57,0,High (>100k),Healthy (<15%),Low,Safe,High
CO,Rent,"93,500.00",20.89,75891,22173,Debt_Consolidation,20000,60,14.07%,466.1,C,2/1/2018,Current,Healthy,19297.02,1382.67,702.98,679.69,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MD,Rent,"75,000.00",10.61,37850,17263,Debt_Consolidation,2800,36,7.97%,87.71,A,1/1/2018,Current,Healthy,2520.78,349.60,279.22,70.38,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MA,Mortgage,"88,000.00",15.07,552650,31683,Debt_Consolidation,15000,36,5.32%,451.73,A,2/1/2018,Current,Healthy,13448.80,1802.49,1551.20,251.29,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
VA,Rent,"65,000.00",23.69,56144,43792,Debt_Consolidation,25000,36,20.39%,934.07,D,3/1/2018,Current,Healthy,23972.79,1839.82,1027.21,812.61,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"58,000.00",17.67,45757,32160,Major_Purchase,14000,36,10.41%,454.45,B,3/1/2018,Current,Healthy,12289.47,2055.25,1710.53,344.72,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
SD,Own,"75,000.00",22.85,128961,84281,Small_Business,15000,36,9.44%,480.08,B,1/1/2018,Current,Healthy,13160.89,2392.53,1839.11,553.42,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"77,000.00",20.14,47456,44103,Credit_Card,15000,36,10.42%,486.98,B,1/1/2018,Current,Healthy,13185.10,2421.67,1814.90,606.77,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
IL,Own,"65,000.00",8.42,180953,21123,Credit_Card,20000,36,6.72%,614.99,A,1/1/2018,Current,Healthy,17971.08,2452.49,2028.92,423.57,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
PA,Mortgage,"101,576.00",4.27,30752,17523,Major_Purchase,25000,60,13.59%,576.41,C,1/1/2018,Current,Healthy,23056.94,3287.17,1943.06,1344.11,0,High (>100k),Healthy (<15%),Low,Safe,High
WI,Mortgage,"37,780.00",37.99,171153,72643,Other,10000,60,20.39%,267.12,D,3/1/2018,Current,Healthy,9703.41,778.70,296.59,482.11,0,Low (<50k),Risky (>30%),High,Safe,High
GA,Mortgage,"83,000.00",9.98,203527,25594,Other,5000,36,10.41%,162.31,B,2/1/2018,Current,Healthy,4640.09,484.04,359.91,124.13,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MO,Mortgage,"120,000.00",13.68,376657,38481,Credit_Card,40000,60,14.08%,932.39,C,3/1/2018,Current,Healthy,38594.47,2937.97,1405.53,1532.44,0,High (>100k),Healthy (<15%),Low,Safe,High
WA,Rent,"65,000.00",13.18,56400,20225,Credit_Card,10000,36,12.61%,335.07,C,3/1/2018,Current,Healthy,9537.61,663.13,462.39,200.74,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"45,000.00",25.12,47005,35085,Credit_Card,15000,36,16.01%,527.43,C,3/1/2018,Current,Healthy,14004.93,1568.95,995.07,573.88,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"92,000.00",13.03,56694,30075,Debt_Consolidation,22000,36,10.90%,719.22,B,3/1/2018,Current,Healthy,20427.64,2131.02,1572.36,558.66,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"25,825.00",10.46,10200,6085,Credit_Card,5000,36,13.59%,169.9,C,1/1/2018,Current,Healthy,4420.65,840.06,579.35,260.71,0,Low (<50k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"110,000.00",18.7,359558,64338,Debt_Consolidation,30000,36,6.72%,922.48,A,1/1/2018,Current,Healthy,26185.11,4590.00,3814.89,775.11,0,High (>100k),Manageable (15-30%),Low,Safe,High
OH,Own,"11,772.00",38.94,60305,44937,Debt_Consolidation,11625,60,26.30%,350.13,E,2/1/2018,Current,Healthy,11230.88,1383.53,394.12,989.41,0,Low (<50k),Risky (>30%),High,Safe,High
TX,Rent,"37,500.00",21.12,79973,72751,Debt_Consolidation,12975,36,15.05%,450.11,C,2/1/2018,Current,Healthy,12102.00,1339.48,873.00,466.48,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
IN,Mortgage,"140,000.00",28.12,326391,172538,Debt_Consolidation,28000,60,10.90%,607.4,B,3/1/2018,Current,Healthy,26931.15,1847.63,1068.85,778.78,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,"68,000.00",17.48,190503,47742,Small_Business,12000,36,20.00%,445.97,D,1/1/2018,Current,Healthy,10728.47,2196.52,1271.53,924.99,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NV,Mortgage,"34,982.21",16.64,165786,1681,Other,2000,36,7.35%,62.08,A,1/1/2018,Current,Healthy,1747.78,308.36,252.22,56.14,0,Low (<50k),Manageable (15-30%),Low,Safe,High
MO,Mortgage,"70,000.00",24.55,206707,42706,Other,2500,36,14.07%,85.53,C,2/1/2018,Current,Healthy,2329.36,254.64,170.64,84.00,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Mortgage,"60,000.00",6.9,20490,15425,Credit_Card,10125,60,13.59%,233.45,C,1/1/2018,Current,Healthy,9517.47,1159.61,607.53,552.08,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
TX,Rent,"26,000.00",26.13,36477,29278,Debt_Consolidation,6300,36,16.01%,221.53,C,3/1/2018,Current,Healthy,5882.04,653.38,417.96,235.42,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
CA,Mortgage,"39,000.00",8.74,246974,8401,Major_Purchase,2500,36,10.42%,81.17,B,1/1/2018,Fully Paid,Healthy,0.00,2514.47,2500.00,14.47,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Rent,"58,900.00",3.11,23417,5677,Debt_Consolidation,10000,36,6.07%,304.54,A,3/1/2018,Current,Healthy,9234.27,910.25,765.73,144.52,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"48,000.00",9.6,71792,64456,Credit_Card,3600,36,11.98%,119.54,B,3/1/2018,Current,Healthy,3346.69,356.22,253.31,102.91,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
PA,Mortgage,"109,000.00",31.06,443762,297856,Debt_Consolidation,15000,36,5.32%,451.73,A,1/1/2018,Current,Healthy,11026.51,4228.07,3973.49,254.58,0,High (>100k),Risky (>30%),Medium,Safe,High
SC,Mortgage,"35,000.00",36.04,125949,25192,Debt_Consolidation,10000,36,22.90%,386.58,E,3/1/2018,Current,Healthy,9401.48,1134.30,598.52,535.78,0,Low (<50k),Risky (>30%),High,Safe,High
UT,Mortgage,"50,000.00",11.14,257144,10921,Home_Improvement,26000,60,9.92%,551.41,B,3/1/2018,Current,Healthy,24982.20,1639.90,1017.80,622.10,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Own,"65,000.00",26.31,93899,42607,Debt_Consolidation,20000,36,7.35%,620.75,A,2/1/2018,Current,Healthy,17988.61,2474.83,2011.39,463.44,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NC,Mortgage,"41,442.00",34.67,235821,51469,Debt_Consolidation,17425,36,12.62%,583.94,C,1/1/2018,Current,Healthy,15378.98,2907.48,2046.02,861.46,0,Low (<50k),Risky (>30%),Medium,Safe,High
RI,Own,"95,000.00",20.15,343210,143323,Debt_Consolidation,8000,36,21.85%,304.91,D,3/1/2018,Current,Healthy,7513.52,895.31,486.48,408.83,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
FL,Rent,"10,000.00",125.93,63613,45555,Other,11200,60,14.07%,261.02,C,3/1/2018,Current,Healthy,10806.32,774.31,393.68,380.63,0,Low (<50k),Risky (>30%),High,Safe,High
AZ,Rent,"135,000.00",2.92,23000,14668,Debt_Consolidation,10000,36,9.43%,320.01,B,2/1/2018,Current,Healthy,9270.01,954.79,729.99,224.80,0,High (>100k),Healthy (<15%),Low,Safe,High
NM,Mortgage,"29,000.00",16.14,165175,12210,Debt_Consolidation,7700,36,6.08%,234.53,A,1/1/2018,Current,Healthy,6712.45,1176.56,987.55,189.01,0,Low (<50k),Manageable (15-30%),Low,Safe,High
MN,Mortgage,"60,000.00",63.45,600379,120779,Debt_Consolidation,35000,60,6.71%,688.27,A,3/1/2018,Current,Healthy,33311.72,2251.76,1688.28,563.48,0,Medium (50k-100k),Risky (>30%),High,Safe,High
CA,Rent,"94,000.00",25.67,95760,48779,Debt_Consolidation,5000,36,9.43%,160.01,B,3/1/2018,Current,Healthy,4423.39,684.79,576.61,108.18,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
WV,Mortgage,"80,000.00",16.94,197299,56363,Debt_Consolidation,4500,36,9.44%,144.03,B,1/1/2018,Fully Paid,Healthy,0.00,4539.89,4500.00,39.89,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MA,Mortgage,"72,000.00",5.93,77696,75350,Debt_Consolidation,6500,36,5.31%,195.72,A,3/1/2018,Current,Healthy,3424.84,3121.52,3075.16,46.36,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
SC,Mortgage,"60,000.00",18.42,240113,123983,Debt_Consolidation,26400,36,9.44%,844.93,B,1/1/2018,Current,Healthy,23163.22,4190.04,3236.78,953.26,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
VA,Mortgage,"48,391.00",22.69,290649,54576,Small_Business,5000,36,15.05%,173.45,C,1/1/2018,Fully Paid,Healthy,0.00,5070.65,5000.00,70.65,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
IL,Rent,"75,000.00",18.92,58850,54907,Debt_Consolidation,24000,60,16.02%,583.89,C,1/1/2018,Current,Healthy,22646.89,2969.51,1353.11,1616.40,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
NY,Rent,"55,000.00",1.09,16000,1959,Major_Purchase,30000,36,7.35%,931.13,A,1/1/2018,Current,Healthy,26217.04,4631.15,3782.96,848.19,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"28,865.00",13.01,64205,57930,Vacation,2400,36,12.62%,80.43,C,1/1/2018,Current,Healthy,2118.18,398.78,281.82,116.96,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
MN,Mortgage,"34,000.00",22.84,36256,17375,Debt_Consolidation,7000,36,9.43%,224.01,B,3/1/2018,Current,Healthy,6489.00,668.36,511.00,157.36,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"64,800.00",10.93,289278,23471,Major_Purchase,5000,36,10.41%,162.31,B,3/1/2018,Current,Healthy,4640.09,484.04,359.91,124.13,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
IN,Rent,"60,800.00",11.44,22081,12168,Credit_Card,3500,36,12.61%,117.28,C,3/1/2018,Current,Healthy,3255.95,346.94,244.05,102.89,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Own,"120,000.00",4.22,169700,10468,Debt_Consolidation,15000,36,9.93%,483.52,B,2/1/2018,Current,Healthy,13249.38,2215.80,1750.62,465.18,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"55,584.00",26.17,302478,23552,Debt_Consolidation,13775,36,13.59%,468.06,C,2/1/2018,Current,Healthy,12505.39,1882.65,1269.61,613.04,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NJ,Rent,"38,455.00",29.9,74199,47941,Credit_Card,5000,36,13.58%,169.87,C,3/1/2018,Current,Healthy,4656.28,488.87,343.72,145.15,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Own,"40,000.00",23.97,61108,53651,Other,6500,36,22.91%,251.31,E,1/1/2018,Current,Healthy,5839.17,1240.00,660.83,579.17,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
NJ,Mortgage,"35,000.00",12.04,150664,6769,Home_Improvement,16825,36,18.45%,612.07,D,3/1/2018,Current,Healthy,15748.46,1818.96,1076.54,742.42,0,Low (<50k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"115,000.00",5.19,305989,15636,Debt_Consolidation,20000,60,13.58%,461.03,C,2/1/2018,Current,Healthy,19287.91,1368.00,712.09,655.91,0,High (>100k),Healthy (<15%),Low,Safe,High
LA,Rent,"100,000.00",26.52,138007,82211,Credit_Card,30000,60,19.42%,785.17,D,3/1/2018,Current,Healthy,29087.35,2290.78,912.65,1378.13,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NC,Own,"46,000.00",26.61,118124,27923,Credit_Card,10000,60,9.44%,209.73,B,2/1/2018,Current,Healthy,9469.53,833.68,530.47,303.21,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
PA,Mortgage,"225,000.00",11.39,268023,79615,Credit_Card,30000,36,7.35%,931.13,A,1/1/2018,Current,Healthy,26217.04,4643.40,3782.96,860.44,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Mortgage,"100,000.00",16.31,498750,64047,Credit_Card,26000,60,10.91%,564.14,B,2/1/2018,Current,Healthy,24670.99,2240.80,1329.01,911.79,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
CA,Mortgage,"70,000.00",24.6,434710,54067,Debt_Consolidation,14000,36,6.72%,430.49,A,2/1/2018,Current,Healthy,12579.76,1742.87,1420.24,322.63,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
WA,Rent,"58,800.00",14.43,133176,28613,Other,1000,36,13.59%,33.98,C,2/1/2018,Fully Paid,Healthy,0.00,1006.80,1000.00,6.79,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Mortgage,"70,000.00",3.24,267000,4711,Debt_Consolidation,10000,36,13.59%,339.79,C,1/1/2018,Current,Healthy,8841.35,1691.40,1158.65,532.75,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
SC,Rent,"150,000.00",9.97,67075,36981,Other,40000,36,9.92%,1289.19,B,3/1/2018,Current,Healthy,37101.71,3823.48,2898.29,925.19,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"97,500.00",25.81,426332,64048,Debt_Consolidation,35000,60,15.05%,833.57,C,2/1/2018,Fully Paid,Healthy,0.00,36429.68,35000.00,1429.68,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
OR,Mortgage,"44,820.00",44.34,253919,45526,Credit_Card,18000,60,20.00%,476.89,D,1/1/2018,Current,Healthy,17085.57,2364.45,914.43,1450.02,0,Low (<50k),Risky (>30%),High,Safe,High
NY,Rent,"33,280.00",12.91,14659,10104,Debt_Consolidation,10000,36,17.09%,356.98,D,1/1/2018,Current,Healthy,8896.19,1765.91,1103.81,662.10,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Rent,"120,000.00",14.78,118044,73308,Debt_Consolidation,38000,36,6.71%,1168.3,A,3/1/2018,Current,Healthy,35116.49,3490.73,2883.51,607.22,0,High (>100k),Healthy (<15%),Low,Safe,High
